record_id,timestamp,site_id,environmental_condition,ambient_temperature_c,humidity_percent,panel_temperature_c,irradiance_w_m2,panel_voltage_v,panel_current_a,actual_power_w,expected_power_w,efficiency_percent,performance_ratio,power_loss_w,energy_kwh,soiling_index_percent,health_score,fault_detected,fault_type,alert_level,maintenance_required,wifi_rssi_dbm,device_status,comm_status,system_uptime_hr,temperature_difference,power_efficiency_ratio,energy_loss_percentage,hour,day,month
849,2026-07-06 14:08:00,SLR-STR01,Clear Sky,30.4,77.2,53.02,723.6,16.829,21.857,367.84,434.16,84.72,0.954,66.32,2.2395,4.57,93.3,No,Degraded Output (Soiling),Normal,No,-62.3,ONLINE,Online,14.133,22.620000000000005,0.8472452552054541,15.275474479454576,14,6,7
850,2026-07-06 14:09:00,SLR-STR01,Clear Sky,30.2,70.8,54.41,774.5,16.761,23.416,392.49,464.7,84.46,0.957,72.21,2.2459,3.89,93.2,No,Degraded Output (Soiling),Normal,No,-58.5,ONLINE,Online,14.15,24.209999999999997,0.844609425435765,15.539057456423496,14,6,7
851,2026-07-06 14:10:00,SLR-STR01,Clear Sky,30.59,74.1,54.77,773.9,16.664,23.413,390.15,464.34,84.02,0.954,74.19,2.2524,4.23,93.2,No,Degraded Output (Soiling),Normal,No,-61.2,ONLINE,Online,14.167,24.180000000000003,0.8402248352500323,15.97751647499677,14,6,7
852,2026-07-06 14:11:00,SLR-STR01,Clear Sky,30.29,74.9,54.39,771.4,16.708,23.378,390.59,462.84,84.39,0.956,72.25,2.2589,4.14,93.0,No,Degraded Output (Soiling),Normal,No,-57.1,ONLINE,Online,14.183,24.1,0.8438985394520785,15.610146054792153,14,6,7
853,2026-07-06 14:12:00,SLR-STR01,Clear Sky,30.14,75.1,53.46,746.1,16.953,22.449,380.57,447.66,85.01,0.959,67.09,2.2653,3.73,93.3,No,Degraded Output (Soiling),Normal,No,-50.2,ONLINE,Online,14.2,23.32,0.8501317964526649,14.986820354733505,14,6,7
854,2026-07-06 14:13:00,SLR-STR01,Clear Sky,30.24,74.7,54.26,768.8,16.735,23.349,390.75,461.28,84.71,0.959,70.53,2.2718,4.14,93.2,No,Degraded Output (Soiling),Normal,No,-52.4,ONLINE,Online,14.217,24.02,0.8470993756503643,15.29006243496358,14,6,7
855,2026-07-06 14:14:00,SLR-STR01,Clear Sky,30.8,76.8,55.01,774.8,16.956,22.991,389.83,464.88,83.86,0.953,75.05,2.2783,4.08,92.9,No,Degraded Output (Soiling),Normal,No,-60.3,ONLINE,Online,14.233,24.209999999999997,0.8385604887282739,16.143951127172603,14,6,7
856,2026-07-06 14:15:00,SLR-STR01,Clear Sky,30.5,72.0,53.56,738.1,16.869,22.331,376.7,442.86,85.06,0.96,66.16,2.2847,4.37,93.2,No,Degraded Output (Soiling),Normal,No,-61.5,ONLINE,Online,14.25,23.060000000000002,0.8506074154360294,14.939258456397052,14,6,7
857,2026-07-06 14:16:00,SLR-STR01,Clear Sky,30.73,74.1,54.69,766.5,16.643,23.404,389.5,459.9,84.69,0.961,70.4,2.291,4.19,93.2,No,Degraded Output (Soiling),Normal,No,-60.6,ONLINE,Online,14.267,23.959999999999997,0.8469232441835182,15.307675581648187,14,6,7
858,2026-07-06 14:17:00,SLR-STR01,Clear Sky,30.33,74.5,52.78,718.6,16.887,21.638,365.4,431.16,84.75,0.953,65.76,2.2973,3.97,93.3,No,Degraded Output (Soiling),Normal,No,-56.4,ONLINE,Online,14.283,22.450000000000003,0.8474812134706372,15.251878652936265,14,6,7
859,2026-07-06 14:18:00,SLR-STR01,Clear Sky,30.68,73.2,53.1,717.4,17.14,21.249,364.2,430.44,84.61,0.953,66.24,2.3034,4.3,93.3,No,Degraded Output (Soiling),Normal,No,-58.9,ONLINE,Online,14.3,22.42,0.8461109562308335,15.388904376916642,14,6,7
860,2026-07-06 14:19:00,SLR-STR01,Clear Sky,30.3,73.0,53.11,729.9,16.852,21.982,370.45,437.94,84.59,0.953,67.49,2.3095,4.72,92.9,No,Degraded Output (Soiling),Normal,No,-56.4,ONLINE,Online,14.317,22.81,0.845892131342193,15.410786865780699,14,6,7
861,2026-07-06 14:20:00,SLR-STR01,Clear Sky,30.42,76.8,52.98,722.0,16.926,21.801,369.01,433.2,85.18,0.959,64.19,2.3157,4.29,92.8,No,Degraded Output (Soiling),Normal,No,-56.6,ONLINE,Online,14.333,22.559999999999995,0.8518236380424746,14.81763619575254,14,6,7
862,2026-07-06 14:21:00,SLR-STR01,Clear Sky,31.08,72.7,52.93,699.4,17.023,21.083,358.89,419.64,85.52,0.963,60.75,2.3218,4.04,93.1,No,Degraded Output (Soiling),Normal,No,-54.2,ONLINE,Online,14.35,21.85,0.8552330569059193,14.476694309408064,14,6,7
863,2026-07-06 14:22:00,SLR-STR01,Clear Sky,30.65,73.2,52.95,713.5,16.769,21.737,364.5,428.1,85.14,0.959,63.6,2.3278,4.13,93.1,No,Degraded Output (Soiling),Normal,No,-53.1,ONLINE,Online,14.367,22.300000000000004,0.8514365802382621,14.85634197617379,14,6,7
864,2026-07-06 14:23:00,SLR-STR01,Clear Sky,30.34,73.6,51.17,666.6,16.982,20.227,343.51,399.96,85.88,0.959,56.45,2.3337,4.12,93.1,No,Degraded Output (Soiling),Normal,No,-62.9,ONLINE,Online,14.383,20.830000000000002,0.8588608860886089,14.113911391139114,14,6,7
865,2026-07-06 14:24:00,SLR-STR01,Clear Sky,30.44,73.7,51.29,667.1,16.861,20.328,342.74,400.26,85.63,0.957,57.52,2.3394,3.94,93.2,No,Degraded Output (Soiling),Normal,No,-59.6,ONLINE,Online,14.4,20.849999999999998,0.8562934092839655,14.370659071603459,14,6,7
866,2026-07-06 14:25:00,SLR-STR01,Clear Sky,30.55,74.5,52.31,696.4,16.829,21.35,359.3,417.84,85.99,0.965,58.54,2.3453,3.63,93.3,No,Degraded Output (Soiling),Normal,No,-53.6,ONLINE,Online,14.417,21.76,0.859898525751484,14.010147424851619,14,6,7
867,2026-07-06 14:26:00,SLR-STR01,Clear Sky,30.77,73.7,51.45,661.8,16.921,20.11,340.28,397.08,85.7,0.958,56.8,2.3511,3.88,93.1,No,Degraded Output (Soiling),Normal,No,-63.5,ONLINE,Online,14.433,20.680000000000003,0.8569557771733656,14.304422282663442,14,6,7
868,2026-07-06 14:27:00,SLR-STR01,Clear Sky,30.35,74.9,52.75,716.9,16.744,21.766,364.45,430.14,84.73,0.953,65.69,2.357,4.59,92.9,No,Degraded Output (Soiling),Normal,No,-62.6,ONLINE,Online,14.45,22.4,0.8472822801878458,15.271771981215418,14,6,7
869,2026-07-06 14:28:00,SLR-STR01,Clear Sky,30.04,74.4,52.08,705.3,16.869,21.318,359.6,423.18,84.97,0.953,63.58,2.363,4.48,92.5,No,Degraded Output (Soiling),Normal,No,-57.4,ONLINE,Online,14.467,22.04,0.849756604754478,15.0243395245522,14,6,7
870,2026-07-06 14:29:00,SLR-STR01,Clear Sky,30.4,75.1,52.24,698.9,16.973,21.089,357.94,419.34,85.36,0.958,61.4,2.369,4.26,92.9,No,Degraded Output (Soiling),Normal,No,-60.2,ONLINE,Online,14.483,21.840000000000003,0.8535794343492155,14.642056565078457,14,6,7
871,2026-07-06 14:30:00,SLR-STR01,Clear Sky,30.48,76.9,51.96,687.5,16.951,20.898,354.25,412.5,85.88,0.963,58.25,2.3749,4.25,92.9,No,Degraded Output (Soiling),Normal,No,-64.4,ONLINE,Online,14.5,21.48,0.8587878787878788,14.121212121212121,14,6,7
872,2026-07-06 14:31:00,SLR-STR01,Clear Sky,30.5,72.4,52.4,700.7,16.731,21.374,357.6,420.42,85.06,0.955,62.82,2.3808,4.65,93.2,No,Degraded Output (Soiling),Normal,No,-63.9,ONLINE,Online,14.517,21.9,0.8505779934351363,14.94220065648637,14,6,7
873,2026-07-06 14:32:00,SLR-STR01,Clear Sky,30.81,77.4,52.19,684.3,16.883,20.615,348.05,410.58,84.77,0.951,62.53,2.3867,4.54,93.0,No,Degraded Output (Soiling),Normal,No,-59.2,ONLINE,Online,14.533,21.38,0.8477032490623022,15.22967509376979,14,6,7
874,2026-07-06 14:33:00,SLR-STR01,Clear Sky,30.56,73.2,52.14,690.7,17.048,20.868,355.76,414.42,85.84,0.963,58.66,2.3926,4.08,92.7,No,Degraded Output (Soiling),Normal,No,-55.3,ONLINE,Online,14.55,21.580000000000002,0.8584527773756092,14.154722262439071,14,6,7
875,2026-07-06 14:34:00,SLR-STR01,Clear Sky,30.68,75.4,53.61,733.6,16.854,22.241,374.84,440.16,85.16,0.962,65.32,2.3987,4.16,92.8,No,Degraded Output (Soiling),Normal,No,-61.4,ONLINE,Online,14.567,22.93,0.8515994183933114,14.840058160668846,14,6,7
876,2026-07-06 14:35:00,SLR-STR01,Clear Sky,30.21,74.4,53.05,730.9,16.809,22.064,370.87,438.54,84.57,0.953,67.67,2.4049,4.35,92.9,No,Degraded Output (Soiling),Normal,No,-59.5,ONLINE,Online,14.583,22.839999999999996,0.8456925251972454,15.430747480275459,14,6,7
877,2026-07-06 14:36:00,SLR-STR01,Clear Sky,30.7,73.5,52.64,702.1,16.841,21.322,359.09,421.26,85.24,0.958,62.17,2.411,3.97,93.2,No,Degraded Output (Soiling),Normal,No,-62.3,ONLINE,Online,14.6,21.94,0.852418933675165,14.758106632483504,14,6,7
878,2026-07-06 14:37:00,SLR-STR01,Clear Sky,31.01,70.2,53.73,727.0,16.762,22.119,370.75,436.2,85.0,0.96,65.45,2.4171,4.28,93.2,No,Degraded Output (Soiling),Normal,No,-57.3,ONLINE,Online,14.617,22.719999999999995,0.849954149472719,15.004585052728107,14,6,7
879,2026-07-06 14:38:00,SLR-STR01,Clear Sky,30.68,77.3,53.08,716.8,16.706,21.83,364.7,430.08,84.8,0.955,65.38,2.4232,4.29,93.0,No,Degraded Output (Soiling),Normal,No,-53.2,ONLINE,Online,14.633,22.4,0.8479817708333334,15.201822916666666,14,6,7
880,2026-07-06 14:39:00,SLR-STR01,Clear Sky,30.55,72.6,52.96,717.1,16.882,21.651,365.51,430.26,84.95,0.956,64.75,2.4293,4.25,93.1,No,Degraded Output (Soiling),Normal,No,-62.3,ONLINE,Online,14.65,22.41,0.8495095988472087,15.049040115279134,14,6,7
881,2026-07-06 14:40:00,SLR-STR01,Clear Sky,30.53,72.5,52.96,717.8,16.763,21.93,367.62,430.68,85.36,0.961,63.06,2.4354,4.27,93.1,No,Degraded Output (Soiling),Normal,No,-50.5,ONLINE,Online,14.667,22.43,0.8535803845082196,14.641961549178045,14,6,7
882,2026-07-06 14:41:00,SLR-STR01,Clear Sky,30.94,76.2,53.28,714.9,16.796,21.743,365.19,428.94,85.14,0.96,63.75,2.4415,4.29,93.2,No,Degraded Output (Soiling),Normal,No,-67.6,ONLINE,Online,14.683,22.34,0.851377815079032,14.862218492096796,14,6,7
883,2026-07-06 14:42:00,SLR-STR01,Clear Sky,30.26,74.2,51.74,687.3,16.842,21.034,354.26,412.38,85.91,0.962,58.12,2.4475,4.24,93.3,No,Degraded Output (Soiling),Normal,No,-52.8,ONLINE,Online,14.7,21.48,0.8590620301663514,14.093796983364856,14,6,7
884,2026-07-06 14:43:00,SLR-STR01,Clear Sky,30.46,77.9,52.54,706.4,16.941,21.263,360.21,423.84,84.99,0.955,63.63,2.4534,4.23,93.4,No,Degraded Output (Soiling),Normal,No,-57.6,ONLINE,Online,14.717,22.08,0.8498725934314836,15.012740656851644,14,6,7
885,2026-07-06 14:44:00,SLR-STR01,Clear Sky,30.61,77.4,52.74,708.2,16.733,21.757,364.05,424.92,85.67,0.964,60.87,2.4595,4.22,93.4,No,Degraded Output (Soiling),Normal,No,-59.2,ONLINE,Online,14.733,22.130000000000003,0.8567495057893251,14.325049421067494,14,6,7
886,2026-07-06 14:45:00,SLR-STR01,Clear Sky,30.68,75.5,52.58,700.8,16.942,21.006,355.88,420.48,84.64,0.951,64.6,2.4655,4.13,93.1,No,Degraded Output (Soiling),Normal,No,-49.0,ONLINE,Online,14.75,21.9,0.8463660578386605,15.36339421613394,14,6,7
887,2026-07-06 14:46:00,SLR-STR01,Clear Sky,30.39,74.6,52.29,701.1,16.852,21.311,359.14,420.66,85.37,0.958,61.52,2.4714,4.28,93.0,No,Degraded Output (Soiling),Normal,No,-58.4,ONLINE,Online,14.767,21.9,0.8537536252555508,14.62463747444492,14,6,7
888,2026-07-06 14:47:00,SLR-STR01,Clear Sky,30.57,75.6,52.62,705.5,16.755,21.579,361.56,423.3,85.42,0.96,61.74,2.4774,4.08,93.1,No,Degraded Output (Soiling),Normal,No,-55.5,ONLINE,Online,14.783,22.049999999999997,0.8541459957476967,14.585400425230333,14,6,7
889,2026-07-06 14:48:00,SLR-STR01,Clear Sky,30.43,71.4,52.27,699.0,16.695,21.387,357.06,419.4,85.14,0.956,62.34,2.4834,4.2,93.3,No,Degraded Output (Soiling),Normal,No,-57.5,ONLINE,Online,14.8,21.840000000000003,0.8513590844062947,14.864091559370532,14,6,7
890,2026-07-06 14:49:00,SLR-STR01,Clear Sky,30.53,74.4,52.3,696.6,16.995,20.895,355.11,417.96,84.96,0.954,62.85,2.4894,4.16,93.2,No,Degraded Output (Soiling),Normal,No,-64.0,ONLINE,Online,14.817,21.769999999999996,0.8496267585414873,15.037324145851278,14,6,7
891,2026-07-06 14:50:00,SLR-STR01,Clear Sky,30.46,74.3,52.3,698.9,16.799,21.275,357.4,419.34,85.23,0.957,61.94,2.4953,4.29,93.3,No,Degraded Output (Soiling),Normal,No,-57.7,ONLINE,Online,14.833,21.839999999999996,0.8522916964754137,14.770830352458624,14,6,7
892,2026-07-06 14:51:00,SLR-STR01,Clear Sky,30.21,73.1,51.92,694.7,16.793,21.256,356.95,416.82,85.64,0.96,59.87,2.5012,4.25,93.3,No,Degraded Output (Soiling),Normal,No,-60.0,ONLINE,Online,14.85,21.71,0.8563648577323545,14.36351422676455,14,6,7
893,2026-07-06 14:52:00,SLR-STR01,Clear Sky,30.49,74.6,52.01,688.4,16.918,20.851,352.76,413.04,85.41,0.957,60.28,2.5072,3.97,93.4,No,Degraded Output (Soiling),Normal,No,-68.7,ONLINE,Online,14.867,21.52,0.8540577183807863,14.594228161921363,14,6,7
894,2026-07-06 14:53:00,SLR-STR01,Clear Sky,30.72,71.1,52.31,690.9,16.904,20.869,352.76,414.54,85.1,0.955,61.78,2.513,4.6,93.1,No,Degraded Output (Soiling),Normal,No,-54.1,ONLINE,Online,14.883,21.590000000000003,0.8509673372895257,14.903266271047425,14,6,7
895,2026-07-06 14:54:00,SLR-STR01,Clear Sky,30.26,75.8,51.56,681.6,16.971,20.74,351.98,408.96,86.07,0.963,56.98,2.5189,3.82,93.4,No,Degraded Output (Soiling),Normal,No,-52.8,ONLINE,Online,14.9,21.3,0.8606709702660408,13.93290297339593,14,6,7
896,2026-07-06 14:55:00,SLR-STR01,Clear Sky,30.44,76.6,51.5,673.8,16.766,20.631,345.9,404.28,85.56,0.957,58.38,2.5247,4.17,93.1,No,Degraded Output (Soiling),Normal,No,-55.3,ONLINE,Online,14.917,21.06,0.8555951320866726,14.440486791332741,14,6,7
897,2026-07-06 14:56:00,SLR-STR01,Clear Sky,30.67,71.5,49.26,595.0,17.127,17.963,307.65,357.0,86.18,0.954,49.35,2.5302,4.3,93.1,No,Degraded Output (Soiling),Normal,No,-64.8,ONLINE,Online,14.933,18.589999999999996,0.8617647058823529,13.823529411764707,14,6,7
898,2026-07-06 14:57:00,SLR-STR01,Clear Sky,30.23,74.3,47.31,546.6,17.232,16.699,287.75,327.96,87.74,0.963,40.21,2.5351,4.21,93.3,No,Degraded Output (Soiling),Normal,No,-60.2,ONLINE,Online,14.95,17.080000000000002,0.8773935845834858,12.260641541651422,14,6,7
899,2026-07-06 14:58:00,SLR-STR01,Clear Sky,30.55,77.1,48.11,562.2,17.239,16.895,291.24,337.32,86.34,0.951,46.08,2.54,4.49,93.3,No,Degraded Output (Soiling),Normal,No,-59.2,ONLINE,Online,14.967,17.56,0.8633938100320171,13.660618996798293,14,6,7
900,2026-07-06 14:59:00,SLR-STR01,Clear Sky,30.23,74.9,48.98,599.9,16.927,18.456,312.41,359.94,86.79,0.96,47.53,2.545,4.37,93.2,No,Degraded Output (Soiling),Normal,No,-54.4,ONLINE,Online,14.983,18.749999999999996,0.8679502139245431,13.204978607545703,14,6,7
901,2026-07-06 15:00:00,SLR-STR01,Clear Sky,30.78,72.0,50.21,621.6,17.097,18.639,318.66,372.96,85.44,0.95,54.3,2.5503,4.68,93.1,No,Degraded Output (Soiling),Normal,No,-54.3,ONLINE,Online,15.0,19.43,0.8544079794079795,14.55920205920206,15,6,7
902,2026-07-06 15:01:00,SLR-STR01,Clear Sky,31.08,72.1,50.48,620.7,17.082,18.829,321.64,372.42,86.36,0.962,50.78,2.5556,3.77,93.1,No,Degraded Output (Soiling),Normal,No,-59.1,ONLINE,Online,15.017,19.4,0.8636485688201492,13.635143117985072,15,6,7
903,2026-07-06 15:02:00,SLR-STR01,Clear Sky,31.01,75.7,50.05,609.4,17.042,18.465,314.69,365.64,86.06,0.956,50.95,2.5609,4.37,93.1,No,Degraded Output (Soiling),Normal,No,-54.5,ONLINE,Online,15.033,19.039999999999996,0.8606552893556504,13.934471064434964,15,6,7
904,2026-07-06 15:03:00,SLR-STR01,Clear Sky,30.44,77.7,50.19,631.9,17.087,19.149,327.21,379.14,86.3,0.96,51.93,2.5662,4.5,93.0,No,Degraded Output (Soiling),Normal,No,-62.4,ONLINE,Online,15.05,19.749999999999996,0.8630321253362874,13.696787466371262,15,6,7
905,2026-07-06 15:04:00,SLR-STR01,Clear Sky,30.68,71.9,49.72,609.1,16.929,18.578,314.5,365.46,86.06,0.955,50.96,2.5716,4.34,93.1,No,Degraded Output (Soiling),Normal,No,-56.9,ONLINE,Online,15.067,19.04,0.8605592951348985,13.944070486510151,15,6,7
906,2026-07-06 15:05:00,SLR-STR01,Clear Sky,30.53,74.1,49.67,612.5,17.05,18.756,319.78,367.5,87.01,0.965,47.72,2.5769,3.77,93.2,No,Degraded Output (Soiling),Normal,No,-59.3,ONLINE,Online,15.083,19.14,0.8701496598639455,12.985034013605443,15,6,7
907,2026-07-06 15:06:00,SLR-STR01,Clear Sky,30.52,72.5,51.09,658.2,16.888,19.948,336.88,394.92,85.3,0.952,58.04,2.5823,4.56,93.0,No,Degraded Output (Soiling),Normal,No,-60.1,ONLINE,Online,15.1,20.570000000000004,0.8530335257773726,14.696647422262735,15,6,7
908,2026-07-06 15:07:00,SLR-STR01,Clear Sky,30.89,73.5,49.83,606.2,17.095,18.403,314.59,363.72,86.49,0.96,49.13,2.5878,4.5,92.8,No,Degraded Output (Soiling),Normal,No,-66.6,ONLINE,Online,15.117,18.939999999999998,0.8649235675794565,13.507643242054327,15,6,7
909,2026-07-06 15:08:00,SLR-STR01,Clear Sky,30.17,74.7,48.58,589.2,17.164,17.863,306.6,353.52,86.73,0.958,46.92,2.593,3.91,92.9,No,Degraded Output (Soiling),Normal,No,-57.4,ONLINE,Online,15.133,18.409999999999997,0.8672776646300069,13.272233536999323,15,6,7
910,2026-07-06 15:09:00,SLR-STR01,Clear Sky,30.76,74.0,49.08,586.2,17.0,17.941,304.98,351.72,86.71,0.96,46.74,2.598,4.47,93.0,No,Degraded Output (Soiling),Normal,No,-51.7,ONLINE,Online,15.15,18.319999999999997,0.8671102012964859,13.288979870351417,15,6,7
911,2026-07-06 15:10:00,SLR-STR01,Clear Sky,30.48,72.7,47.1,531.6,17.112,16.432,281.18,318.96,88.16,0.967,37.78,2.6029,3.78,93.1,No,Degraded Output (Soiling),Normal,No,-61.5,ONLINE,Online,15.167,16.62,0.8815525457737649,11.844745422623527,15,6,7
912,2026-07-06 15:11:00,SLR-STR01,Clear Sky,30.85,78.2,46.6,504.1,17.229,15.238,262.54,302.46,86.8,0.95,39.92,2.6075,4.49,93.2,No,Degraded Output (Soiling),Normal,No,-64.3,ONLINE,Online,15.183,15.75,0.8680156053693051,13.198439463069498,15,6,7
913,2026-07-06 15:12:00,SLR-STR01,Clear Sky,30.54,73.7,47.57,545.0,17.165,16.667,286.08,327.0,87.49,0.962,40.92,2.612,4.32,93.1,No,Degraded Output (Soiling),Normal,No,-58.1,ONLINE,Online,15.2,17.03,0.8748623853211008,12.513761467889909,15,6,7
914,2026-07-06 15:13:00,SLR-STR01,Clear Sky,30.33,73.7,47.99,565.3,17.303,16.98,293.82,339.18,86.63,0.954,45.36,2.6169,4.28,93.0,No,Degraded Output (Soiling),Normal,No,-60.5,ONLINE,Online,15.217,17.660000000000004,0.8662656996285157,13.373430037148418,15,6,7
915,2026-07-06 15:14:00,SLR-STR01,Clear Sky,30.56,76.3,48.24,565.7,17.331,16.951,293.78,339.42,86.55,0.954,45.64,2.6218,4.3,93.1,No,Degraded Output (Soiling),Normal,No,-58.2,ONLINE,Online,15.233,17.680000000000003,0.8655353249661185,13.446467503388131,15,6,7
916,2026-07-06 15:15:00,SLR-STR01,Clear Sky,30.68,74.1,49.65,607.0,17.189,18.237,313.47,364.2,86.07,0.955,50.73,2.6268,4.13,93.0,No,Degraded Output (Soiling),Normal,No,-59.4,ONLINE,Online,15.25,18.97,0.8607084019769359,13.929159802306422,15,6,7
917,2026-07-06 15:16:00,SLR-STR01,Clear Sky,30.5,73.7,48.43,573.7,17.036,17.492,298.0,344.22,86.57,0.955,46.22,2.6319,4.15,93.2,No,Degraded Output (Soiling),Normal,No,-68.5,ONLINE,Online,15.267,17.93,0.8657254081691941,13.427459183080586,15,6,7
918,2026-07-06 15:17:00,SLR-STR01,Clear Sky,30.61,75.9,50.52,637.1,16.893,19.385,327.46,382.26,85.66,0.954,54.8,2.6371,4.52,92.9,No,Degraded Output (Soiling),Normal,No,-57.9,ONLINE,Online,15.283,19.910000000000004,0.8566420760738764,14.335792392612356,15,6,7
919,2026-07-06 15:18:00,SLR-STR01,Clear Sky,30.36,72.0,49.74,620.3,17.152,18.864,323.56,372.18,86.94,0.965,48.62,2.6426,3.79,93.2,No,Degraded Output (Soiling),Normal,No,-61.8,ONLINE,Online,15.3,19.380000000000003,0.8693642860981246,13.063571390187542,15,6,7
920,2026-07-06 15:19:00,SLR-STR01,Clear Sky,29.96,75.6,48.58,596.1,17.142,18.189,311.79,357.66,87.17,0.963,45.87,2.6479,4.52,93.5,No,Degraded Output (Soiling),Normal,No,-60.4,ONLINE,Online,15.317,18.619999999999997,0.8717497064250964,12.825029357490353,15,6,7
921,2026-07-06 15:20:00,SLR-STR01,Clear Sky,30.71,76.1,50.17,622.5,16.951,18.962,321.42,373.5,86.06,0.957,52.08,2.6531,4.38,93.2,No,Degraded Output (Soiling),Normal,No,-58.7,ONLINE,Online,15.333,19.46,0.860562248995984,13.943775100401606,15,6,7
922,2026-07-06 15:21:00,SLR-STR01,Clear Sky,30.66,75.4,49.85,613.9,17.098,18.392,314.47,368.34,85.38,0.948,53.87,2.6584,4.74,93.0,No,Degraded Output (Soiling),Normal,No,-62.5,ONLINE,Online,15.35,19.19,0.8537492534071783,14.625074659282186,15,6,7
923,2026-07-06 15:22:00,SLR-STR01,Clear Sky,30.52,73.7,49.69,613.4,16.955,18.738,317.7,368.04,86.32,0.958,50.34,2.6637,4.51,93.2,No,Degraded Output (Soiling),Normal,No,-58.3,ONLINE,Online,15.367,19.169999999999998,0.8632213889794587,13.677861102054125,15,6,7
924,2026-07-06 15:23:00,SLR-STR01,Clear Sky,30.5,74.1,49.7,614.2,16.957,18.499,313.69,368.52,85.12,0.945,54.83,2.669,4.99,93.0,No,Degraded Output (Soiling),Normal,No,-58.8,ONLINE,Online,15.383,19.200000000000003,0.8512156735048302,14.878432649516988,15,6,7
925,2026-07-06 15:24:00,SLR-STR01,Clear Sky,30.74,70.7,47.99,551.9,17.483,16.39,286.55,331.14,86.54,0.953,44.59,2.674,4.91,92.7,No,Degraded Output (Soiling),Normal,No,-55.5,ONLINE,Online,15.4,17.250000000000004,0.8653439632783717,13.465603672162832,15,6,7
926,2026-07-06 15:25:00,SLR-STR01,Clear Sky,30.37,73.8,45.99,500.0,17.134,15.299,262.13,300.0,87.38,0.954,37.87,2.6785,4.29,93.0,No,Degraded Output (Soiling),Normal,No,-52.5,ONLINE,Online,15.417,15.620000000000001,0.8737666666666667,12.623333333333333,15,6,7
927,2026-07-06 15:26:00,SLR-STR01,Clear Sky,30.3,74.7,46.05,503.9,17.3,15.221,263.32,302.34,87.09,0.951,39.02,2.6829,4.6,92.9,No,Degraded Output (Soiling),Normal,No,-62.7,ONLINE,Online,15.433,15.749999999999996,0.8709400013230139,12.90599986769862,15,6,7
928,2026-07-06 15:27:00,SLR-STR01,Clear Sky,30.43,75.8,47.3,539.9,17.038,16.498,281.09,323.94,86.77,0.953,42.85,2.6874,4.17,93.1,No,Degraded Output (Soiling),Normal,No,-60.3,ONLINE,Online,15.45,16.869999999999997,0.8677224177316787,13.227758226832128,15,6,7
929,2026-07-06 15:28:00,SLR-STR01,Clear Sky,30.77,74.4,47.13,523.4,17.245,15.909,274.36,314.04,87.36,0.958,39.68,2.6921,4.54,92.9,No,Degraded Output (Soiling),Normal,No,-58.8,ONLINE,Online,15.467,16.360000000000003,0.8736466692141128,12.635333078588715,15,6,7
930,2026-07-06 15:29:00,SLR-STR01,Clear Sky,30.13,73.3,46.66,529.0,17.234,16.079,277.1,317.4,87.3,0.956,40.3,2.6967,4.5,93.0,No,Degraded Output (Soiling),Normal,No,-55.4,ONLINE,Online,15.483,16.529999999999998,0.8730308758664147,12.696912413358538,15,6,7
931,2026-07-06 15:30:00,SLR-STR01,Clear Sky,30.77,72.4,45.98,486.5,17.23,14.844,255.77,291.9,87.62,0.956,36.13,2.7011,4.31,93.1,No,Degraded Output (Soiling),Normal,No,-58.4,ONLINE,Online,15.5,15.209999999999997,0.8762247344981159,12.377526550188422,15,6,7
932,2026-07-06 15:31:00,SLR-STR01,Clear Sky,30.31,74.0,44.52,454.6,17.323,13.702,237.36,272.76,87.02,0.944,35.4,2.7052,4.74,92.9,No,Degraded Output (Soiling),Normal,No,-49.5,ONLINE,Online,15.517,14.210000000000004,0.8702155741311044,12.978442586889575,15,6,7
933,2026-07-06 15:32:00,SLR-STR01,Clear Sky,30.2,74.4,44.81,467.7,17.164,14.363,246.53,280.62,87.85,0.954,34.09,2.7093,4.27,93.0,No,Degraded Output (Soiling),Normal,No,-53.5,ONLINE,Online,15.533,14.610000000000003,0.8785189936569026,12.148100634309744,15,6,7
934,2026-07-06 15:33:00,SLR-STR01,Clear Sky,30.78,76.5,46.21,493.5,17.135,15.045,257.79,296.1,87.06,0.951,38.31,2.7135,4.52,92.9,No,Degraded Output (Soiling),Normal,No,-62.1,ONLINE,Online,15.55,15.43,0.8706180344478217,12.938196555217832,15,6,7
935,2026-07-06 15:34:00,SLR-STR01,Clear Sky,30.44,74.1,46.6,516.9,17.399,15.6,271.42,310.14,87.51,0.958,38.72,2.7179,4.69,92.7,No,Degraded Output (Soiling),Normal,No,-58.7,ONLINE,Online,15.567,16.16,0.8751531566389373,12.484684336106275,15,6,7
936,2026-07-06 15:35:00,SLR-STR01,Clear Sky,30.14,73.1,47.52,556.3,17.082,17.113,292.32,333.78,87.58,0.963,41.46,2.7226,4.33,93.0,No,Degraded Output (Soiling),Normal,No,-59.0,ONLINE,Online,15.583,17.380000000000003,0.8757864461621427,12.421355383785729,15,6,7
937,2026-07-06 15:36:00,SLR-STR01,Clear Sky,30.37,73.9,46.99,531.7,17.237,16.235,279.83,319.02,87.72,0.962,39.19,2.7273,4.22,93.2,No,Degraded Output (Soiling),Normal,No,-63.3,ONLINE,Online,15.6,16.62,0.8771550373017366,12.284496269826343,15,6,7
