record_id,timestamp,site_id,environmental_condition,ambient_temperature_c,humidity_percent,panel_temperature_c,irradiance_w_m2,panel_voltage_v,panel_current_a,actual_power_w,expected_power_w,efficiency_percent,performance_ratio,power_loss_w,energy_kwh,soiling_index_percent,health_score,fault_detected,fault_type,alert_level,maintenance_required,wifi_rssi_dbm,device_status,comm_status,system_uptime_hr
347,2026-07-06 05:46:00,SLR-STR01,Night,25.26,88.6,25.26,0.0,21.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,95.0,No,Degraded Output (Soiling),Normal,No,-57.7,ONLINE,Online,5.767
348,2026-07-06 05:47:00,SLR-STR01,Night,25.63,84.9,25.73,3.0,21.963,0.0,0.0,1.8,0.0,0.0,1.8,0.0,1.62,95.1,No,Degraded Output (Soiling),Normal,No,-48.5,ONLINE,Online,5.783
349,2026-07-06 05:48:00,SLR-STR01,Night,25.51,92.7,25.51,0.0,22.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,95.1,No,Degraded Output (Soiling),Normal,No,-50.2,ONLINE,Online,5.8
350,2026-07-06 05:49:00,SLR-STR01,Night,25.04,90.5,25.04,0.0,22.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,95.2,No,Degraded Output (Soiling),Normal,No,-52.0,ONLINE,Online,5.817
351,2026-07-06 05:50:00,SLR-STR01,Night,25.07,89.4,25.07,0.0,21.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,95.0,No,Degraded Output (Soiling),Normal,No,-52.6,ONLINE,Online,5.833
352,2026-07-06 05:51:00,SLR-STR01,Night,25.17,85.2,25.17,0.0,22.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,94.8,No,Degraded Output (Soiling),Normal,No,-60.4,ONLINE,Online,5.85
353,2026-07-06 05:52:00,SLR-STR01,Night,25.38,83.4,25.47,3.0,21.937,0.0,0.0,1.8,0.0,0.0,1.8,0.0,1.58,94.9,No,Degraded Output (Soiling),Normal,No,-56.8,ONLINE,Online,5.867
354,2026-07-06 05:53:00,SLR-STR01,Night,25.26,86.1,25.26,0.0,22.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,95.1,No,Degraded Output (Soiling),Normal,No,-62.0,ONLINE,Online,5.883
355,2026-07-06 05:54:00,SLR-STR01,Overcast / Low Irradiance,25.38,87.3,25.38,0.0,22.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,95.1,No,Degraded Output (Soiling),Normal,No,-58.5,ONLINE,Online,5.9
356,2026-07-06 05:55:00,SLR-STR01,Overcast / Low Irradiance,25.41,92.3,25.41,0.0,22.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,95.1,No,Degraded Output (Soiling),Normal,No,-58.0,ONLINE,Online,5.917
357,2026-07-06 05:56:00,SLR-STR01,Overcast / Low Irradiance,25.27,90.4,25.27,0.1,22.066,0.0,0.0,0.06,0.0,0.0,0.06,0.0,1.49,95.2,No,Degraded Output (Soiling),Normal,No,-64.7,ONLINE,Online,5.933
358,2026-07-06 05:57:00,SLR-STR01,Overcast / Low Irradiance,25.34,86.7,25.34,0.0,21.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,94.8,No,Degraded Output (Soiling),Normal,No,-56.5,ONLINE,Online,5.95
359,2026-07-06 05:58:00,SLR-STR01,Overcast / Low Irradiance,25.41,90.2,25.45,1.2,21.962,0.0,0.0,0.72,0.0,0.0,0.72,0.0,1.55,94.8,No,Degraded Output (Soiling),Normal,No,-54.1,ONLINE,Online,5.967
360,2026-07-06 05:59:00,SLR-STR01,Overcast / Low Irradiance,25.35,90.2,25.47,4.0,21.973,0.0,0.0,2.4,0.0,0.0,2.4,0.0,1.39,95.1,No,Degraded Output (Soiling),Normal,No,-59.3,ONLINE,Online,5.983
361,2026-07-06 06:00:00,SLR-STR01,Overcast / Low Irradiance,25.5,87.7,25.8,9.6,18.681,0.255,4.75,5.76,82.55,0.828,1.01,0.0,1.79,95.0,No,Degraded Output (Soiling),Normal,No,-54.6,ONLINE,Online,6.0
363,2026-07-06 06:02:00,SLR-STR01,Overcast / Low Irradiance,25.55,88.3,25.86,10.0,18.483,0.323,5.97,6.0,99.51,0.999,0.03,0.0002,1.58,95.1,No,Degraded Output (Soiling),Normal,No,-56.7,ONLINE,Online,6.033
366,2026-07-06 06:05:00,SLR-STR01,Overcast / Low Irradiance,25.52,87.3,25.97,14.3,18.416,0.421,7.76,8.58,90.41,0.908,0.82,0.0006,1.58,94.9,No,Degraded Output (Soiling),Normal,No,-54.6,ONLINE,Online,6.083
368,2026-07-06 06:07:00,SLR-STR01,Overcast / Low Irradiance,25.09,84.7,25.66,18.2,18.195,0.538,9.78,10.92,89.57,0.898,1.14,0.0009,1.39,95.0,No,Degraded Output (Soiling),Normal,No,-56.3,ONLINE,Online,6.117
369,2026-07-06 06:08:00,SLR-STR01,Overcast / Low Irradiance,25.67,84.2,26.24,18.3,18.509,0.522,9.66,10.98,87.94,0.884,1.32,0.0011,1.56,95.0,No,Degraded Output (Soiling),Normal,No,-54.4,ONLINE,Online,6.133
371,2026-07-06 06:10:00,SLR-STR01,Overcast / Low Irradiance,25.44,81.8,26.09,21.0,18.278,0.657,12.01,12.6,95.3,0.957,0.59,0.0015,1.91,95.1,No,Degraded Output (Soiling),Normal,No,-56.5,ONLINE,Online,6.167
372,2026-07-06 06:11:00,SLR-STR01,Overcast / Low Irradiance,25.06,91.1,25.85,25.3,18.474,0.76,14.04,15.18,92.48,0.928,1.14,0.0017,2.38,94.8,No,Degraded Output (Soiling),Normal,No,-50.4,ONLINE,Online,6.183
373,2026-07-06 06:12:00,SLR-STR01,Overcast / Low Irradiance,25.4,86.5,26.2,25.7,18.474,0.821,15.17,15.42,98.37,0.988,0.25,0.0019,1.16,94.9,No,Degraded Output (Soiling),Normal,No,-60.7,ONLINE,Online,6.2
374,2026-07-06 06:13:00,SLR-STR01,Overcast / Low Irradiance,25.33,88.8,26.03,22.4,18.505,0.619,11.46,13.44,85.25,0.856,1.98,0.0022,2.25,94.8,No,Degraded Output (Soiling),Normal,No,-56.9,ONLINE,Online,6.217
376,2026-07-06 06:15:00,SLR-STR01,Overcast / Low Irradiance,26.09,84.3,26.85,24.3,18.166,0.754,13.69,14.58,93.89,0.946,0.89,0.0026,2.04,94.7,No,Degraded Output (Soiling),Normal,No,-55.1,ONLINE,Online,6.25
377,2026-07-06 06:16:00,SLR-STR01,Overcast / Low Irradiance,25.59,85.1,26.25,21.4,18.382,0.655,12.03,12.84,93.72,0.942,0.81,0.0028,1.68,94.6,No,Degraded Output (Soiling),Normal,No,-65.6,ONLINE,Online,6.267
379,2026-07-06 06:18:00,SLR-STR01,Overcast / Low Irradiance,25.26,86.6,26.78,48.7,18.305,1.434,26.24,29.22,89.81,0.905,2.98,0.0035,2.16,94.7,No,Degraded Output (Soiling),Normal,No,-59.7,ONLINE,Online,6.3
381,2026-07-06 06:20:00,SLR-STR01,Overcast / Low Irradiance,25.53,87.6,26.78,40.2,18.458,1.287,23.75,24.12,98.47,0.992,0.37,0.0042,1.4,95.0,No,Degraded Output (Soiling),Normal,No,-53.5,ONLINE,Online,6.333
382,2026-07-06 06:21:00,SLR-STR01,Overcast / Low Irradiance,25.29,89.3,26.77,47.3,18.267,1.544,28.2,28.38,99.35,1.001,0.18,0.0046,1.59,94.8,No,Degraded Output (Soiling),Normal,No,-60.8,ONLINE,Online,6.35
384,2026-07-06 06:23:00,SLR-STR01,Overcast / Low Irradiance,25.31,87.3,27.08,56.5,18.42,1.772,32.65,33.9,96.3,0.971,1.25,0.0057,1.75,94.7,No,Degraded Output (Soiling),Normal,No,-60.4,ONLINE,Online,6.383
385,2026-07-06 06:24:00,SLR-STR01,Overcast / Low Irradiance,25.89,86.3,27.55,53.2,18.458,1.694,31.27,31.92,97.96,0.99,0.65,0.0062,1.74,94.7,No,Degraded Output (Soiling),Normal,No,-55.3,ONLINE,Online,6.4
387,2026-07-06 06:26:00,SLR-STR01,Overcast / Low Irradiance,25.9,87.6,27.55,52.6,18.12,1.711,31.0,31.56,98.24,0.992,0.56,0.0073,2.4,94.6,No,Degraded Output (Soiling),Normal,No,-57.4,ONLINE,Online,6.433
388,2026-07-06 06:27:00,SLR-STR01,Overcast / Low Irradiance,25.52,89.6,27.21,53.8,18.312,1.681,30.78,32.28,95.34,0.962,1.5,0.0078,1.94,94.6,No,Degraded Output (Soiling),Normal,No,-52.3,ONLINE,Online,6.45
389,2026-07-06 06:28:00,SLR-STR01,Overcast / Low Irradiance,25.78,87.2,27.75,63.0,18.19,1.933,35.16,37.8,93.01,0.94,2.64,0.0084,1.96,94.8,No,Degraded Output (Soiling),Normal,No,-56.0,ONLINE,Online,6.467
390,2026-07-06 06:29:00,SLR-STR01,Overcast / Low Irradiance,25.63,90.6,27.84,70.7,18.339,2.234,40.97,42.42,96.58,0.977,1.45,0.009,1.52,94.5,No,Degraded Output (Soiling),Normal,No,-56.7,ONLINE,Online,6.483
391,2026-07-06 06:30:00,SLR-STR01,Overcast / Low Irradiance,25.58,85.1,27.74,69.2,18.363,2.26,41.5,41.52,99.95,1.011,0.02,0.0097,1.69,94.4,No,Degraded Output (Soiling),Normal,No,-60.1,ONLINE,Online,6.5
392,2026-07-06 06:31:00,SLR-STR01,Overcast / Low Irradiance,25.6,87.9,27.84,71.8,18.168,2.306,41.89,43.08,97.23,0.984,1.19,0.0104,2.15,94.5,No,Degraded Output (Soiling),Normal,No,-49.5,ONLINE,Online,6.517
393,2026-07-06 06:32:00,SLR-STR01,Overcast / Low Irradiance,25.37,90.4,27.37,63.9,18.254,2.083,38.03,38.34,99.19,1.001,0.31,0.0111,1.99,94.6,No,Degraded Output (Soiling),Normal,No,-58.5,ONLINE,Online,6.533
394,2026-07-06 06:33:00,SLR-STR01,Overcast / Low Irradiance,25.34,89.4,27.64,73.5,18.255,2.395,43.72,44.1,99.14,1.002,0.38,0.0117,2.02,94.8,No,Degraded Output (Soiling),Normal,No,-60.2,ONLINE,Online,6.55
395,2026-07-06 06:34:00,SLR-STR01,Overcast / Low Irradiance,25.91,87.4,27.89,63.2,18.342,1.986,36.43,37.92,96.07,0.972,1.49,0.0124,1.78,94.7,No,Degraded Output (Soiling),Normal,No,-54.0,ONLINE,Online,6.567
396,2026-07-06 06:35:00,SLR-STR01,Overcast / Low Irradiance,25.68,84.9,27.72,65.4,18.483,1.936,35.79,39.24,91.21,0.922,3.45,0.013,1.42,94.8,No,Degraded Output (Soiling),Normal,No,-54.3,ONLINE,Online,6.583
397,2026-07-06 06:36:00,SLR-STR01,Overcast / Low Irradiance,25.79,85.2,27.85,65.8,18.07,2.036,36.78,39.48,93.17,0.942,2.7,0.0136,1.78,94.9,No,Degraded Output (Soiling),Normal,No,-57.2,ONLINE,Online,6.6
399,2026-07-06 06:38:00,SLR-STR01,Overcast / Low Irradiance,25.32,87.3,27.94,83.7,18.196,2.599,47.29,50.22,94.16,0.953,2.93,0.0151,2.39,94.7,No,Degraded Output (Soiling),Normal,No,-49.5,ONLINE,Online,6.633
400,2026-07-06 06:39:00,SLR-STR01,Overcast / Low Irradiance,25.57,86.1,28.28,86.5,18.294,2.807,51.34,51.9,98.92,1.002,0.56,0.0159,1.56,94.7,No,Degraded Output (Soiling),Normal,No,-51.2,ONLINE,Online,6.65
401,2026-07-06 06:40:00,SLR-STR01,Overcast / Low Irradiance,25.82,83.6,28.83,96.2,18.274,3.098,56.62,57.72,98.09,0.996,1.1,0.0168,1.69,94.7,No,Degraded Output (Soiling),Normal,No,-54.6,ONLINE,Online,6.667
402,2026-07-06 06:41:00,SLR-STR01,Overcast / Low Irradiance,25.89,85.1,29.28,108.7,18.388,3.361,61.8,65.22,94.76,0.964,3.42,0.0178,2.44,94.7,No,Degraded Output (Soiling),Normal,No,-58.4,ONLINE,Online,6.683
403,2026-07-06 06:42:00,SLR-STR01,Overcast / Low Irradiance,25.71,87.6,28.84,100.3,18.158,3.11,56.48,60.18,93.85,0.953,3.7,0.0188,1.81,94.9,No,Degraded Output (Soiling),Normal,No,-61.0,ONLINE,Online,6.7
404,2026-07-06 06:43:00,SLR-STR01,Overcast / Low Irradiance,26.07,88.2,29.48,109.1,18.29,3.537,64.69,65.46,98.82,1.006,0.77,0.0198,1.73,95.0,No,Degraded Output (Soiling),Normal,No,-55.7,ONLINE,Online,6.717
405,2026-07-06 06:44:00,SLR-STR01,Overcast / Low Irradiance,25.88,83.6,29.5,115.9,18.281,3.646,66.65,69.54,95.84,0.976,2.89,0.0209,2.16,94.6,No,Degraded Output (Soiling),Normal,No,-58.4,ONLINE,Online,6.733
406,2026-07-06 06:45:00,SLR-STR01,Overcast / Low Irradiance,25.53,85.7,29.29,120.3,18.334,3.882,71.17,72.18,98.6,1.003,1.01,0.022,1.71,94.9,No,Degraded Output (Soiling),Normal,No,-58.0,ONLINE,Online,6.75
407,2026-07-06 06:46:00,SLR-STR01,Overcast / Low Irradiance,25.61,83.0,29.51,124.8,18.104,3.967,71.81,74.88,95.9,0.977,3.07,0.0232,1.89,94.7,No,Degraded Output (Soiling),Normal,No,-57.6,ONLINE,Online,6.767
408,2026-07-06 06:47:00,SLR-STR01,Overcast / Low Irradiance,26.06,85.2,29.67,115.5,18.1,3.613,65.39,69.3,94.36,0.962,3.91,0.0244,1.82,94.7,No,Degraded Output (Soiling),Normal,No,-55.7,ONLINE,Online,6.783
409,2026-07-06 06:48:00,SLR-STR01,Overcast / Low Irradiance,25.98,93.6,29.61,116.1,18.171,3.671,66.71,69.66,95.76,0.976,2.95,0.0255,2.11,94.5,No,Degraded Output (Soiling),Normal,No,-59.6,ONLINE,Online,6.8
410,2026-07-06 06:49:00,SLR-STR01,Overcast / Low Irradiance,25.4,86.5,28.88,111.2,18.215,3.543,64.54,66.72,96.74,0.983,2.18,0.0266,1.83,94.8,No,Degraded Output (Soiling),Normal,No,-54.5,ONLINE,Online,6.817
411,2026-07-06 06:50:00,SLR-STR01,Overcast / Low Irradiance,26.23,85.6,29.43,102.6,18.219,3.249,59.2,61.56,96.16,0.979,2.36,0.0276,2.0,94.8,No,Degraded Output (Soiling),Normal,No,-53.2,ONLINE,Online,6.833
412,2026-07-06 06:51:00,SLR-STR01,Overcast / Low Irradiance,26.05,85.1,29.44,108.5,18.23,3.526,64.28,65.1,98.74,1.005,0.82,0.0286,1.61,95.0,No,Degraded Output (Soiling),Normal,No,-47.6,ONLINE,Online,6.85
413,2026-07-06 06:52:00,SLR-STR01,Overcast / Low Irradiance,26.25,83.8,30.01,120.6,18.394,3.806,70.0,72.36,96.74,0.987,2.36,0.0298,1.8,95.0,No,Degraded Output (Soiling),Normal,No,-58.6,ONLINE,Online,6.867
414,2026-07-06 06:53:00,SLR-STR01,Overcast / Low Irradiance,25.83,82.4,29.7,124.1,18.145,3.908,70.92,74.46,95.24,0.971,3.54,0.0309,1.96,94.8,No,Degraded Output (Soiling),Normal,No,-63.2,ONLINE,Online,6.883
415,2026-07-06 06:54:00,SLR-STR01,Overcast / Low Irradiance,25.86,86.1,29.99,132.3,18.132,4.157,75.37,79.38,94.95,0.969,4.01,0.0321,1.73,95.0,No,Degraded Output (Soiling),Normal,No,-54.6,ONLINE,Online,6.9
416,2026-07-06 06:55:00,SLR-STR01,Overcast / Low Irradiance,25.66,85.6,29.94,136.9,18.105,4.283,77.55,82.14,94.41,0.963,4.59,0.0334,2.13,94.9,No,Degraded Output (Soiling),Normal,No,-55.9,ONLINE,Online,6.917
417,2026-07-06 06:56:00,SLR-STR01,Overcast / Low Irradiance,26.59,89.1,30.84,136.0,17.929,4.439,79.58,81.6,97.53,0.999,2.02,0.0347,1.93,94.6,No,Degraded Output (Soiling),Normal,No,-52.5,ONLINE,Online,6.933
418,2026-07-06 06:57:00,SLR-STR01,Overcast / Low Irradiance,25.92,82.7,30.55,148.0,18.133,4.721,85.6,88.8,96.4,0.986,3.2,0.0361,1.32,94.6,No,Degraded Output (Soiling),Normal,No,-57.1,ONLINE,Online,6.95
419,2026-07-06 06:58:00,SLR-STR01,Partly Cloudy,26.37,87.0,31.15,152.9,18.31,4.839,88.61,91.74,96.58,0.99,3.13,0.0376,2.49,94.7,No,Degraded Output (Soiling),Normal,No,-66.6,ONLINE,Online,6.967
420,2026-07-06 06:59:00,SLR-STR01,Overcast / Low Irradiance,25.83,88.8,30.27,142.2,18.028,4.582,82.61,85.32,96.82,0.989,2.71,0.039,1.84,94.5,No,Degraded Output (Soiling),Normal,No,-57.4,ONLINE,Online,6.983
421,2026-07-06 07:00:00,SLR-STR01,Overcast / Low Irradiance,26.04,82.0,30.55,144.2,18.124,4.62,83.73,86.52,96.77,0.99,2.79,0.0404,2.23,94.4,No,Degraded Output (Soiling),Normal,No,-59.1,ONLINE,Online,7.0
422,2026-07-06 07:01:00,SLR-STR01,Partly Cloudy,25.59,87.3,30.31,150.9,18.227,4.812,87.71,90.54,96.87,0.99,2.83,0.0418,2.16,94.7,No,Degraded Output (Soiling),Normal,No,-57.1,ONLINE,Online,7.017
423,2026-07-06 07:02:00,SLR-STR01,Partly Cloudy,25.93,82.6,30.84,157.2,18.072,4.94,89.28,94.32,94.65,0.969,5.04,0.0433,2.0,94.7,No,Degraded Output (Soiling),Normal,No,-66.2,ONLINE,Online,7.033
424,2026-07-06 07:03:00,SLR-STR01,Partly Cloudy,26.28,87.0,31.7,173.5,17.937,5.452,97.78,104.1,93.93,0.965,6.32,0.0448,2.13,94.8,No,Degraded Output (Soiling),Normal,No,-54.1,ONLINE,Online,7.05
425,2026-07-06 07:04:00,SLR-STR01,Partly Cloudy,25.73,88.9,31.15,173.3,18.192,5.404,98.31,103.98,94.54,0.969,5.67,0.0465,2.13,94.6,No,Degraded Output (Soiling),Normal,No,-55.5,ONLINE,Online,7.067
426,2026-07-06 07:05:00,SLR-STR01,Partly Cloudy,26.33,85.8,31.55,167.2,18.235,5.203,94.87,100.32,94.57,0.971,5.45,0.0481,1.74,94.7,No,Degraded Output (Soiling),Normal,No,-62.9,ONLINE,Online,7.083
427,2026-07-06 07:06:00,SLR-STR01,Partly Cloudy,26.15,86.4,31.88,183.2,18.214,5.719,104.16,109.92,94.76,0.974,5.76,0.0497,2.24,94.5,No,Degraded Output (Soiling),Normal,No,-58.3,ONLINE,Online,7.1
428,2026-07-06 07:07:00,SLR-STR01,Partly Cloudy,25.82,84.4,31.78,190.7,18.291,5.93,108.47,114.42,94.8,0.974,5.95,0.0515,1.69,94.6,No,Degraded Output (Soiling),Normal,No,-54.6,ONLINE,Online,7.117
429,2026-07-06 07:08:00,SLR-STR01,Partly Cloudy,25.97,86.3,31.93,191.0,18.038,6.005,108.31,114.6,94.51,0.972,6.29,0.0533,2.36,94.7,No,Degraded Output (Soiling),Normal,No,-53.2,ONLINE,Online,7.133
430,2026-07-06 07:09:00,SLR-STR01,Partly Cloudy,25.99,88.0,31.92,189.9,18.365,6.038,110.89,113.94,97.32,1.001,3.05,0.0551,1.83,94.9,No,Degraded Output (Soiling),Normal,No,-58.3,ONLINE,Online,7.15
431,2026-07-06 07:10:00,SLR-STR01,Partly Cloudy,26.1,85.3,32.26,197.0,17.991,6.213,111.77,118.2,94.56,0.974,6.43,0.057,2.13,94.7,No,Degraded Output (Soiling),Normal,No,-57.2,ONLINE,Online,7.167
432,2026-07-06 07:11:00,SLR-STR01,Partly Cloudy,25.99,85.4,32.24,200.0,18.109,6.347,114.94,120.0,95.78,0.986,5.06,0.0589,1.98,94.5,No,Degraded Output (Soiling),Normal,No,-48.7,ONLINE,Online,7.183
433,2026-07-06 07:12:00,SLR-STR01,Partly Cloudy,25.93,86.4,32.19,200.3,18.088,6.227,112.64,120.18,93.72,0.965,7.54,0.0608,2.22,94.6,No,Degraded Output (Soiling),Normal,No,-54.2,ONLINE,Online,7.2
434,2026-07-06 07:13:00,SLR-STR01,Partly Cloudy,26.07,87.3,32.45,203.9,17.908,6.42,114.97,122.34,93.98,0.969,7.37,0.0627,1.93,94.4,No,Degraded Output (Soiling),Normal,No,-61.4,ONLINE,Online,7.217
435,2026-07-06 07:14:00,SLR-STR01,Partly Cloudy,25.9,82.2,32.5,210.9,18.158,6.787,123.25,126.54,97.4,1.004,3.29,0.0647,1.93,94.7,No,Degraded Output (Soiling),Normal,No,-55.5,ONLINE,Online,7.233
436,2026-07-06 07:15:00,SLR-STR01,Partly Cloudy,25.85,85.7,32.52,213.4,17.889,6.886,123.18,128.04,96.21,0.992,4.86,0.0667,1.96,94.7,No,Degraded Output (Soiling),Normal,No,-57.5,ONLINE,Online,7.25
437,2026-07-06 07:16:00,SLR-STR01,Partly Cloudy,26.17,84.1,32.77,211.1,17.77,6.78,120.49,126.66,95.13,0.982,6.17,0.0687,2.13,94.7,No,Degraded Output (Soiling),Normal,No,-55.3,ONLINE,Online,7.267
438,2026-07-06 07:17:00,SLR-STR01,Partly Cloudy,26.42,86.5,33.13,214.8,18.102,6.687,121.05,128.88,93.92,0.971,7.83,0.0708,2.41,94.4,No,Degraded Output (Soiling),Normal,No,-54.8,ONLINE,Online,7.283
439,2026-07-06 07:18:00,SLR-STR01,Partly Cloudy,25.83,87.6,32.67,218.9,18.161,6.819,123.84,131.34,94.29,0.973,7.5,0.0728,1.74,94.5,No,Degraded Output (Soiling),Normal,No,-58.3,ONLINE,Online,7.3
440,2026-07-06 07:19:00,SLR-STR01,Partly Cloudy,26.22,86.1,32.71,207.8,18.32,6.48,118.72,124.68,95.22,0.982,5.96,0.0748,1.21,95.1,No,Degraded Output (Soiling),Normal,No,-56.7,ONLINE,Online,7.317
441,2026-07-06 07:20:00,SLR-STR01,Partly Cloudy,26.07,88.0,32.9,218.7,17.955,7.074,127.01,131.22,96.79,1.0,4.21,0.0769,2.01,94.9,No,Degraded Output (Soiling),Normal,No,-59.6,ONLINE,Online,7.333
442,2026-07-06 07:21:00,SLR-STR01,Partly Cloudy,26.0,83.3,32.35,203.1,18.124,6.347,115.03,121.86,94.39,0.973,6.83,0.0789,1.92,94.8,No,Degraded Output (Soiling),Normal,No,-63.8,ONLINE,Online,7.35
443,2026-07-06 07:22:00,SLR-STR01,Partly Cloudy,26.47,84.5,33.27,217.5,18.076,6.763,122.24,130.5,93.67,0.969,8.26,0.0809,2.15,94.7,No,Degraded Output (Soiling),Normal,No,-64.8,ONLINE,Online,7.367
444,2026-07-06 07:23:00,SLR-STR01,Partly Cloudy,26.14,83.3,32.94,217.5,17.886,6.885,123.15,130.5,94.37,0.975,7.35,0.0829,2.09,94.9,No,Degraded Output (Soiling),Normal,No,-56.4,ONLINE,Online,7.383
445,2026-07-06 07:24:00,SLR-STR01,Partly Cloudy,26.65,85.4,33.89,231.4,18.054,7.262,131.1,138.84,94.43,0.979,7.74,0.085,1.95,94.8,No,Degraded Output (Soiling),Normal,No,-63.8,ONLINE,Online,7.4
446,2026-07-06 07:25:00,SLR-STR01,Partly Cloudy,26.1,85.4,32.94,218.9,17.895,6.955,124.47,131.34,94.77,0.979,6.87,0.0872,2.02,94.7,No,Degraded Output (Soiling),Normal,No,-50.5,ONLINE,Online,7.417
447,2026-07-06 07:26:00,SLR-STR01,Partly Cloudy,26.4,84.8,33.41,224.2,18.018,7.041,126.87,134.52,94.31,0.976,7.65,0.0893,2.05,94.8,No,Degraded Output (Soiling),Normal,No,-65.2,ONLINE,Online,7.433
448,2026-07-06 07:27:00,SLR-STR01,Partly Cloudy,26.26,82.7,33.46,230.3,17.956,7.245,130.09,138.18,94.15,0.974,8.09,0.0914,1.83,94.7,No,Degraded Output (Soiling),Normal,No,-59.6,ONLINE,Online,7.45
449,2026-07-06 07:28:00,SLR-STR01,Partly Cloudy,26.14,85.0,33.79,244.8,18.137,7.644,138.65,146.88,94.4,0.978,8.23,0.0936,1.77,94.9,No,Degraded Output (Soiling),Normal,No,-58.9,ONLINE,Online,7.467
450,2026-07-06 07:29:00,SLR-STR01,Partly Cloudy,26.49,84.2,34.3,250.1,18.072,8.02,144.94,150.06,96.59,1.003,5.12,0.096,1.79,94.9,No,Degraded Output (Soiling),Normal,No,-59.4,ONLINE,Online,7.483
451,2026-07-06 07:30:00,SLR-STR01,Partly Cloudy,26.31,86.3,33.9,242.9,18.045,7.707,139.07,145.74,95.42,0.989,6.67,0.0984,1.67,94.8,No,Degraded Output (Soiling),Normal,No,-57.2,ONLINE,Online,7.5
452,2026-07-06 07:31:00,SLR-STR01,Partly Cloudy,26.51,84.5,34.78,264.6,17.778,8.293,147.42,158.76,92.86,0.966,11.34,0.1008,2.07,94.9,No,Degraded Output (Soiling),Normal,No,-56.2,ONLINE,Online,7.517
453,2026-07-06 07:32:00,SLR-STR01,Partly Cloudy,26.36,87.4,34.64,264.9,17.942,8.414,150.97,158.94,94.98,0.988,7.97,0.1032,2.38,94.7,No,Degraded Output (Soiling),Normal,No,-62.7,ONLINE,Online,7.533
454,2026-07-06 07:33:00,SLR-STR01,Partly Cloudy,26.12,85.4,34.75,276.4,17.93,8.757,157.01,165.84,94.67,0.985,8.83,0.1058,2.49,94.6,No,Degraded Output (Soiling),Normal,No,-55.7,ONLINE,Online,7.55
455,2026-07-06 07:34:00,SLR-STR01,Partly Cloudy,26.37,81.1,34.71,266.6,18.178,8.34,151.61,159.96,94.78,0.986,8.35,0.1084,1.94,94.7,No,Degraded Output (Soiling),Normal,No,-50.8,ONLINE,Online,7.567
456,2026-07-06 07:35:00,SLR-STR01,Partly Cloudy,26.43,84.5,35.1,277.6,17.959,8.724,156.67,166.56,94.06,0.98,9.89,0.1109,2.25,94.7,No,Degraded Output (Soiling),Normal,No,-55.6,ONLINE,Online,7.583
457,2026-07-06 07:36:00,SLR-STR01,Partly Cloudy,26.66,81.9,35.05,268.4,17.937,8.595,154.18,161.04,95.74,0.997,6.86,0.1135,1.83,94.6,No,Degraded Output (Soiling),Normal,No,-52.9,ONLINE,Online,7.6
458,2026-07-06 07:37:00,SLR-STR01,Partly Cloudy,26.21,86.8,34.51,265.7,18.291,8.107,148.28,159.42,93.01,0.967,11.14,0.1161,2.12,94.6,No,Degraded Output (Soiling),Normal,No,-56.5,ONLINE,Online,7.617
459,2026-07-06 07:38:00,SLR-STR01,Partly Cloudy,26.44,87.7,35.16,279.1,17.988,8.74,157.21,167.46,93.88,0.979,10.25,0.1186,2.05,94.4,No,Degraded Output (Soiling),Normal,No,-52.3,ONLINE,Online,7.633
460,2026-07-06 07:39:00,SLR-STR01,Partly Cloudy,26.03,84.7,33.99,254.8,17.788,8.009,142.46,152.88,93.18,0.967,10.42,0.1211,2.65,94.4,Yes,Shading,Fault,No,-60.9,ONLINE,Online,7.65
461,2026-07-06 07:40:00,SLR-STR01,Partly Cloudy,26.64,85.6,35.68,289.4,18.091,7.519,136.03,173.64,78.34,0.818,37.61,0.1234,2.01,93.0,Yes,Shading,Fault,No,-60.2,ONLINE,Online,7.667
462,2026-07-06 07:41:00,SLR-STR01,Partly Cloudy,26.22,81.7,35.4,293.9,17.565,6.065,106.52,176.34,60.41,0.63,69.82,0.1254,1.97,88.5,Yes,Shading,Fault,No,-52.1,ONLINE,Online,7.683
463,2026-07-06 07:42:00,SLR-STR01,Partly Cloudy,26.05,80.1,35.24,294.3,17.994,7.673,138.06,176.58,78.19,0.815,38.52,0.1275,1.86,89.5,Yes,Shading,Fault,No,-63.0,ONLINE,Online,7.7
464,2026-07-06 07:43:00,SLR-STR01,Partly Cloudy,26.5,83.5,35.68,293.9,17.869,9.176,163.97,176.34,92.99,0.971,12.37,0.13,1.84,91.4,Yes,Shading,Fault,No,-56.2,ONLINE,Online,7.717
